id,rle_mask
6e1c857c00,1285 14 1309 5 1384 31 1481 37 1578 44 1671 53 1764 63 1861 69 1958 77 2057 88 2156 3599 5756 1 5758 97 5859 96 5960 95 6061 95 6162 95 6263 95 6364 96 6465 98 6566 2323 8891 99 8994 97 9100 6 9117 75 9231 62 9335 59 9439 56 9541 55 9644 53 9746 52 9848 51 9950 50 10051 50 10153 49
fd1f3e5caa,
e9ca391fbe,1 8171 8182 84 8283 77 8384 71 8485 65 8586 58 8687 54 8788 49 8889 44 8990 40 9091 36 9192 33 9293 28 9394 22 9495 17 9596 13 9697 7 9798 3
def68d1495,8484 1 8583 3 8683 4 8783 5 8883 6 8983 7 9084 7 9184 8 9285 8 9386 8 9487 8 9587 9 9688 9 9788 10 9889 10 9988 12 10090 11 10191 11
40d925130f,
b05d4e02d2,26 76 128 75 231 73 335 70 437 69 539 68 641 67 743 66 846 64 948 63 1051 61 1155 58 1257 57 1360 55 1462 54 1564 53 1667 51 1770 49 1872 48 1973 48 2074 48 2174 49 2275 49 2376 49 2477 49 2578 49 2679 49 2780 49 2881 49 2982 48 3082 49 3183 50 3283 51 3383 52 3484 52 3584 39 3626 11 3685 38 3727 11 3785 38 3829 10 3886 38 3930 10 3987 38 4031 10 4088 38 4132 10 4189 38 4232 11 4289 39 4332 12 4390 39 4432 13 4491 40 4532 14 4591 56 4691 57 4792 57 4892 58 4992 59 5092 60 5192 61 5292 62 5392 63 5492 64 5592 65 5692 66 5792 67 5892 68 5992 69 6092 70 6192 71 6292 72 6392 73 6492 74 6592 75 6693 75 6793 76 6893 77 6994 77 7093 79 7192 81 7291 83 7390 85 7489 87 7588 89 7688 89 7788 88 7888 87 7988 87 8089 86 8189 86 8289 86 8390 85 8490 85 8591 84 8691 84 8791 49 8842 34 8889 51 8944 32 8990 50 9045 32 9091 50 9146 31 9192 50 9247 31 9293 50 9348 30 9394 50 9448 31 9495 84 9596 83 9697 82 9798 81 9899 80 10000 80 10101 80
eb9ae11a93,2321 3 2421 4 2519 7 2616 11 2711 17 2805 24 2902 28 3000 31 3099 33 3197 36 3297 37 3398 37 3499 37 3602 35 3704 34 3807 32 3909 31 4013 28 4116 26 4219 24 4324 20 4431 14 4539 7
f3fdd9e147,1 92 102 92 203 91 304 89 405 87 506 81 607 73 708 67 809 62 910 55 1011 49 1112 42 1213 36 1314 29 1415 22 1516 17 1617 12 1718 8 1819 4
b0a1399f41,2204 4 2217 6 2301 23 2398 27 2497 29 2596 31 2695 33 2795 34 2894 36 2994 37 3093 39 3193 40 3293 41 3393 42 3494 42 3594 43 3695 43 3795 44 3896 44 3997 44 4098 44 4199 44 4300 44 4401 44 4502 44 4602 45 4703 45 4803 46 4903 47 5004 47 5105 47 5206 47 5307 47 5409 46 5510 46 5611 46 5712 46 5814 45 5915 45 6016 45 6118 44 6220 43 6322 42 6424 41 6527 39 6629 38 6731 37 6833 36 6935 35 7037 34 7139 33 7241 32 7343 31 7444 31 7546 30 7648 29 7750 28 7851 28 7953 27 8054 27 8156 26 8257 26 8359 25 8460 25 8562 24 8663 24 8765 23 8866 23 8968 22 9070 21 9171 21 9273 20 9375 19 9476 19 9578 18 9679 18 9781 17 9882 17 9983 17 10084 17 10185 16
0aa49c1f5b,5644 13 5739 19 5834 25 5928 32 6020 41 6115 47 6205 58 6300 64 6390 75 6483 83 6579 88 6676 92 6773 3429
71abe009c6,4032 9 4124 18 4217 26 4311 33 4404 41 4495 51 4587 60 4672 76 4764 85 4859 91 4957 94 5055 1208 6271 93 6377 88 6483 83 6590 77 6696 72 6803 66 6910 60 7020 51 7129 43 7238 35 7345 29 7452 23
e509b9c869,
d648667e46,
9cced7a09c,1 17 102 18 203 17 304 17 405 17 506 16 607 15 708 13 809 9 910 3
9f9fd9cd6e,
89cc61c040,8684 3 8784 4 8883 6 8981 9 9080 11 9179 13 9279 14 9379 15 9479 16 9579 17 9680 17 9780 18 9880 19 9979 21 10080 21 10180 22
b019443c23,1 2323 2325 100 2428 98 2530 97 2632 96 2733 96 2835 95 2936 95 3038 94 3139 94 3241 93 3342 93 3444 92 3545 92 3646 92 3748 91 3849 91 3950 91 4052 90 4153 90 4254 90 4356 89 4457 89 4557 90 4658 90 4759 90 4860 90 4961 90 5062 90 5163 90 5265 89 5367 88 5469 87 5571 86 5673 85 5775 84 5877 83 5978 83 6080 82 6182 81 6283 81 6385 80 6487 79 6588 79 6690 78 6791 78 6893 77 6994 77 7095 77 7197 76 7298 76 7399 76 7500 76 7601 76 7703 75 7803 76 7904 76 8005 76 8106 76 8206 77 8307 77 8407 78 8508 78 8608 79 8708 80 8809 80 8909 81 9009 82 9110 82 9210 83 9310 84 9411 84 9511 85 9611 86 9711 87 9811 88 9910 90 10010 91 10110 92
15da8f19c8,
fe0f94a2bc,8583 3 8679 8 8775 13 8870 19 8964 26 9061 30 9157 35 9252 41 9348 46 9442 53 9532 64 9629 68 9725 73 9823 76 9917 83 10016 85 10116 86
9a74757d79,
01f32c502c,
b8e7212860,1 64 102 64 203 64 304 62 405 60 506 54 607 45 708 40 809 38 910 37 1011 4 1022 24 1124 21 1225 20 1327 17 1429 15 1530 12 1631 10 1733 7 1835 4
63c62f219c,8762 2 8964 1 9064 8 9077 1 9079 1 9089 1 9165 10 9178 4 9190 1 9265 11 9279 4 9291 1 9367 9 9380 4 9390 1 9392 1 9468 10 9481 1 9491 3 9568 18 9588 2 9591 4 9667 20 9689 8 9766 19 9790 3 9794 4 9866 23 9891 3 9895 4 9966 23 9993 1 9997 2 10069 13 10087 1 10172 7
e388ed5fb9,
e095c82f73,1 43 102 42 203 41 304 39 405 36 506 34 607 32 708 30 809 28 910 25 1011 23 1112 20 1213 18 1314 14 1415 10 1516 3
60738ba31e,
c593c4a497,
64e526c39f,
7c3a952cf2,3006 2 3097 22 3186 47 3281 53 3376 59 3470 66 3566 71 3661 77 3753 86 3850 90 3948 93 4046 96 4144 1917 6067 95 6176 87 6284 80 6390 75 6498 68 6604 63 6711 57 6816 53 6921 49 7028 43 7131 41 7233 40 7335 39 7437 38 7540 36 7643 34 7746 32 7848 31 7951 29 8054 27 8156 26 8258 25 8360 24 8461 24 8561 25 8662 25 8762 26 8863 26 8963 27 9064 27 9164 28 9265 28 9367 27 9468 27 9569 27 9670 27 9771 27 9871 28 9972 28 10073 28 10174 28
d1fa6d0e0a,91 11 192 11 293 11 394 11 494 12 595 12 695 13 796 13 897 13 997 14 1098 14 1199 14 1299 15 1400 15 1500 16 1601 16 1702 16 1802 17 1903 17 2003 18 2104 18 2204 19 2305 19 2405 20 2505 21 2605 22 2705 23 2805 24 2905 25 3005 26 3105 27 3205 28 3305 29 3405 30 3505 31 3605 32 3705 33 3805 34 3905 35 4004 37 4104 38 4204 39 4303 41 4402 43 4502 44 4602 45 4702 46 4802 47 4902 48 5002 49 5103 49 5203 50 5303 51 5403 52 5503 53 5602 55 5702 56 5802 57 5901 59 6001 60 6101 61 6201 62 6300 64 6399 66 6499 67 6599 68 6698 70 6799 70 6899 71 6999 72 7099 73 7199 74 7299 75 7400 75 7500 76 7600 77 7700 78 7800 79 7900 80 8000 81 8101 81 8201 82 8301 83 8402 83 8502 84 8603 84 8703 85 8804 85 8904 86 9004 87 9104 88 9204 89 9303 91 9402 93 9501 95 9602 95 9702 96 9802 97 9902 98 10001 100 10102 100
1e62978cc9,42 60 144 59 245 59 347 58 449 57 551 56 653 55 754 55 856 54 958 53 1060 52 1162 51 1263 51 1365 50 1466 50 1568 49 1670 48 1771 48 1873 47 1976 45 2078 44 2180 43 2282 42 2384 41 2487 39 2589 38 2691 37 2793 36 2894 36 2996 35 3097 35 3198 35 3300 34 3402 33 3504 32 3606 31 3709 29 3811 28 3914 26 4017 24 4119 23 4222 21 4324 20 4426 19 4527 19 4629 18 4730 18 4832 17 4933 17 5034 17 5135 17 5235 18 5335 19 5435 20 5535 21 5635 22 5735 23 5834 25 5934 26 6034 27 6134 28 6234 29 6335 29 6436 29 6537 29 6638 29 6739 29 6840 29 6941 29 7042 29 7143 29 7243 30 7344 30 7445 30 7545 31 7646 31 7746 32 7847 32 7947 33 8047 34 8146 36 8245 38 8345 39 8445 40 8545 41 8645 42 8744 44 8844 45 8944 46 9043 48 9143 49 9243 50 9344 50 9446 49 9550 46 9654 43 9756 42 9858 41 9960 40 10061 40 10163 39
22c6019157,1 71 102 71 203 70 304 69 405 68 506 67 607 67 708 66 809 66 910 66 1011 66 1112 65 1213 65 1314 66 1415 68 1516 71 1617 73 1718 75 1816 2 1819 76 1911 86 2010 90 2110 92 2209 96 2308 4056 6366 99 6469 97 6572 95 6674 94 6776 93 6879 91 6981 90 7084 88 7187 86 7290 84 7394 81 7497 79 7601 76 7704 74 7806 73 7909 71 8011 70 8113 69 8215 68 8316 68 8418 67 8520 66 8622 65 8724 64 8826 63 8928 62 9030 61 9132 60 9234 59 9338 56 9443 52 9548 48 9652 45 9756 42 9859 40 9961 39 10062 39 10164 38
725e4a6ba0,2221 2 2320 4 2420 5 2520 6 2619 8 2719 9 2819 10 2919 11 3019 12 3119 13 3220 13 3320 14 3420 15 3521 15 3621 16 3722 16 3822 17 3923 17 4024 17 4124 18 4225 18 4325 19 4426 19 4527 19 4627 20 4728 20 4830 19 4931 19 5032 19 5133 19 5235 18 5336 18 5437 18 5538 18 5640 17 5741 17 5842 17 5943 17 6044 17 6145 17 6246 17 6347 17 6447 18 6547 19 6648 19 6748 20 6848 21 6949 21 7049 22 7150 22 7250 23 7350 24 7450 25 7550 26 7650 27 7750 28 7850 29 7951 29 8051 30 8152 30 8253 30 8354 30 8455 30 8556 30 8657 30 8758 30 8859 30 8960 30 9061 30 9162 30 9263 30 9364 30 9466 29 9567 29 9669 28 9770 28 9871 28 9973 27 10074 27 10175 27
28c4c062c6,1 9590 9596 94 9697 93 9798 91 9899 90 10000 88 10101 88
d1bc57f92d,7778 35 7879 42 7980 53 8081 62 8182 70 8283 77 8384 86 8485 96 8586 1616
3403f634c5,72 30 172 31 273 31 374 31 476 30 575 32 676 32 778 31 880 30 980 31 1081 31 1181 32 1282 32 1382 33 1482 34 1583 34 1646 9 1684 34 1746 12 1785 34 1847 12 1886 34 1947 14 1985 36 2048 14 2085 37 2149 14 2185 38 2250 13 2286 38 2350 20 2387 38 2451 20 2488 38 2553 15 2569 3 2589 38 2655 12 2690 38 2755 19 2791 38 2857 18 2892 38 2958 13 2993 38 3059 11 3094 38 3159 13 3195 38 3259 14 3297 37 3360 11 3398 37 3464 1 3466 1 3500 36 3563 9 3601 36 3664 8 3702 36 3765 6 3803 36 3866 5 3904 36 3965 10 4006 35 4064 13 4107 35 4160 18 4208 35 4260 18 4310 34 4359 21 4412 33 4459 24 4513 33 4559 25 4614 33 4660 23 4716 32 4760 27 4816 33 4861 28 4917 33 4961 28 5017 34 5062 25 5118 34 5163 27 5218 35 5264 27 5318 36 5365 26 5417 38 5465 26 5517 39 5566 26 5617 40 5666 26 5718 40 5766 27 5817 42 5867 27 5918 42 5967 28 6017 44 6068 27 6118 44 6168 27 6219 44 6268 25 6320 44 6368 25 6421 44 6468 25 6522 44 6569 23 6624 43 6669 23 6726 42 6769 24 6827 66 6928 65 7030 62 7131 63 7232 62 7334 60 7435 59 7536 59 7637 59 7738 59 7839 58 7941 56 8042 55 8144 50 8245 48 8346 48 8447 48 8548 46 8649 46 8750 45 8851 45 8953 44 9054 44 9155 41 9256 37 9357 37 9458 37 9559 37 9661 36 9762 36 9863 36 9964 36 10064 37 10166 36
b0ce227ed6,
2c2e72caf5,
2bfc5326d4,97 5 199 4 302 2
164e2232cf,1 5554 5556 98 5657 95 5758 94 5859 93 5960 92 6061 91 6162 91 6263 91 6364 90 6465 89 6566 88 6667 87 6768 86 6869 85 6970 83 7071 81 7172 79 7273 77 7374 76 7475 74 7576 72 7677 71 7778 70 7879 69 7980 68 8081 67 8182 67 8283 66 8384 65 8485 65 8586 64 8687 64 8788 64 8889 64 8990 64 9091 63 9192 63 9293 63 9394 62 9495 62 9596 61 9697 60 9798 59 9899 58 10000 57 10101 56
aab9d19cd3,
a1c1dad851,67 35 168 35 271 33 376 29 481 25 589 18 702 6 806 3
ad364c186d,1640 7 1735 18 1833 25 1932 31 2031 35 2130 38 2229 41 2328 45 2427 48 2527 50 2628 52 2728 54 2829 55 2930 56 3031 57 3132 58 3233 59 3334 60 3435 61 3536 62 3637 62 3738 63 3839 64 3940 64 4041 66 4142 67 4243 68 4344 69 4445 69 4546 69 4647 70 4748 70 4849 70 4950 70 5051 70 5152 70 5254 68 5357 66 5459 65 5561 63 5662 62 5764 60 5865 60 5966 59 6067 59 6167 59 6268 59 6369 59 6470 59 6571 59 6672 59 6771 61 6871 62 6971 63 7072 63 7173 62 7274 62 7375 61 7476 59 7576 58 7677 55 7778 52 7879 50 7980 48 8081 47 8182 46 8284 45 8385 44 8486 44 8586 44 8687 44 8788 43 8889 39 8990 38 9091 34 9192 30 9293 27 9394 23 9498 19 9606 10
2a7336b189,1 23 102 24 203 24 304 26 405 27 506 29 607 30 708 32 809 33 910 33 1011 34 1112 33 1213 33 1314 31 1415 30 1516 27 1617 25 1718 21 1819 18 1920 15 2021 13 2122 11 2223 9 2324 7 2425 5 2526 3 2627 1 4243 1 4344 4 4445 6 4546 8 4647 10 4748 11 4849 13 4950 15 5051 17 5152 18 5253 20 5354 22 5455 24 5556 26 5657 26 5758 27 5859 27 5960 26 6061 26 6162 25 6263 24 6364 22 6465 21 6566 19 6667 17 6768 15 6869 12 6970 9 7071 6 7172 2
6aad1b361e,61 41 161 42 262 42 363 42 464 42 565 42 666 42 767 42 868 42 970 41 1071 41 1173 40 1275 39 1378 37 1479 37 1581 36 1683 35 1784 35 1885 35 1986 35 2087 35 2188 35 2289 35 2389 36 2490 36 2590 37 2690 38 2791 38 2891 39 2992 39 3093 39 3194 39 3296 38 3397 38 3498 38 3600 37 3701 37 3803 36 3904 36 4006 35 4107 35 4208 35 4309 35 4410 35 4511 35 4612 35 4713 35 4815 34 4916 34 5018 33 5119 33 5221 32 5321 33 5422 33 5523 33 5624 33 5725 33 5826 33 5927 33 6029 32 6130 32 6231 32 6331 33 6432 33 6533 33 6633 34 6733 35 6834 35 6934 36 7035 36 7136 36 7238 35 7340 34 7441 34 7543 33 7644 33 7746 32 7848 31 7950 30 8052 29 8154 28 8256 27 8360 21 8462 18 8569 4
b47ad209d4,
f43882a92c,
ef9151a6d1,3127 5 3225 8 3323 11 3420 15 3516 20 3613 24 3710 28 3808 31 3904 36 4003 38 4103 39 4203 40 4304 40 4404 41 4504 42 4604 43 4704 44 4803 46 4903 47 5003 48 5102 50 5201 52 5300 54 5399 56 5496 60 5592 65 5687 71 5780 79 5876 84 5974 87 6071 91 6169 94 6266 3936
b1cc24274f,1 8080 8086 96 8195 88 8303 81 8411 74 8519 67 8625 62 8731 57 8837 52 8943 47 9051 40 9156 36 9263 25 9290 3 9367 20 9470 17 9576 9
aebf30c3c7,1 6762 6768 94 6869 90 6976 75 7112 19
9f5bb5383e,23 79 123 80 224 80 324 81 423 83 523 84 623 85 723 86 823 87 923 88 1023 89 1123 90 1223 91 1322 93 1422 94 1521 96 1618 8584
818de0feb2,
647acd5865,
e8e897a8ae,2559 12 2657 21 2756 28 2799 6 2856 58 2956 61 3056 63 3155 67 3254 71 3354 75 3438 6 3453 78 3536 97 3637 98 3738 100 3839 100 3940 100 4041 100 4142 5655 9798 100 9899 98 10000 98 10102 96
6cf33a5e20,4116 8 4214 14 4313 18 4413 32 4512 34 4611 36 4709 39 4809 40 4910 40 5010 41 5110 42 5202 2 5209 44 5284 70 5383 72 5480 76 5578 79 5669 1 5677 81 5768 91 5868 92 5968 93 6068 94 6163 4039
2e7e2de23f,3804 12 3901 20 4001 23 4101 26 4201 29 4301 35 4401 44 4501 45 4601 46 4699 49 4797 52 4897 53 4995 56 5092 60 5190 63 5288 66 5386 69 5486 59 5585 59 5685 59 5784 60 5883 61 5981 63 6079 65 6178 66 6276 68 6371 73 6465 80 6566 80 6667 80 6768 79 6869 79 6970 79 7071 78 7172 78 7273 77 7374 77 7475 76 7576 76 7677 75 7778 75 7879 74 7980 74 8081 73 8182 73 8283 72 8384 72 8485 72 8586 72 8687 71 8788 71 8889 71 8990 71 9091 71 9192 71 9293 71 9394 70 9495 70 9596 69 9697 69 9798 69 9899 69 10000 69 10101 68
86a1ed83c3,3117 15 3209 24 3304 30 3400 35 3497 39 3595 42 3693 45 3792 47 3892 48 3991 50 4091 51 4191 52 4291 53 4391 54 4491 55 4591 56 4692 56 4794 55 4895 55 4997 54 5100 52 5202 51 5304 50 5406 49 5508 48 5609 48 5711 47 5813 46 5914 46 6016 45 6118 44 6220 43 6321 43 6423 42 6524 42 6626 41 6727 41 6828 41 6929 41 7029 42 7130 42 7230 43 7331 43 7433 42 7534 42 7636 41 7738 40 7840 39 7942 38 8044 37 8146 36 8248 35 8349 35 8450 35 8552 34 8653 34 8753 35 8854 35 8955 35 9055 36 9155 37 9256 37 9356 38 9457 38 9557 39 9658 39 9758 40 9858 41 9958 42 10059 42 10159 43
ba5cd51d20,
0f77318a28,10 92 111 92 212 92 313 92 414 92 514 94 614 498 1115 98 1219 95 1325 90 1431 85 1537 80 1643 75 1749 70 1855 65 1962 59 2066 56 2171 52 2276 48 2381 44 2485 41 2590 37 2695 33 2800 29 2905 25 3009 22 3112 20 3214 19 3317 17 3419 16 3521 15 3624 13 3726 12 3828 11 3930 10 4032 9 4135 7 4237 6 4339 5 4441 4 4543 3 4646 1
bb5b1e34ba,1 1515 1517 100 1620 98 1723 96 1826 94 1929 92 2032 90 2135 88 2237 87 2340 85 2442 84 2545 82 2647 81 2749 80 2851 79 2954 77 3056 76 3158 75 3259 75 3361 74 3463 73 3564 73 3666 72 3768 71 3869 71 3971 70 4072 70 4174 69 4276 68 4377 68 4479 67 4580 67 4682 66 4783 66 4885 65 4986 65 5087 65 5189 64 5291 63 5392 63 5494 62 5595 62 5697 61 5798 61 5899 61 6001 60 6102 60 6204 59 6305 59 6406 59 6508 58 6609 58 6711 57 6812 57 6913 57 7015 56 7116 56 7218 55 7319 55 7421 54 7522 54 7623 54 7725 53 7826 53 7927 53 8029 52 8130 52 8231 52 8333 51 8434 51 8535 51 8637 50 8738 50 8839 50 8941 49 9042 49 9144 48 9245 48 9347 47 9448 47 9550 46 9651 46 9753 45 9854 45 9956 44 10057 44 10158 44
23d79ceec4,1 91 102 92 203 92 304 92 405 92 506 92 607 93 708 93 809 94 910 94 1011 95 1112 95 1213 96 1314 97 1415 98 1516 98 1617 99 1718 100 1819 2423 4243 100 4344 99 4445 99 4546 98 4647 98 4748 97 4849 97 4950 96 5051 96 5152 95 5253 95 5354 94 5455 94 5556 93 5657 93 5758 92 5859 92 5960 91 6061 91 6162 90 6263 90 6364 90 6465 90 6566 90 6667 91 6768 91 6869 91 6970 91 7071 91 7172 92 7273 92 7374 92 7475 93 7576 93 7677 94 7778 94 7879 95 7980 95 8081 96 8182 97 8283 99 8384 1818
9853112f5e,
184cf35640,2 45 48 1 52 37 102 88 203 50 254 1 256 1 258 33 304 50 355 1 359 33 405 50 460 33 506 88 607 88 708 88 809 88 910 88 1011 89 1112 90 1213 92 1314 95 1415 8787
bc183053e8,
cd48ef3def,
e4ab79406f,54 48 155 48 256 48 356 49 456 50 555 52 654 54 753 56 852 58 951 60 1050 62 1149 64 1249 65 1349 66 1449 67 1549 68 1649 69 1748 71 1847 73 1946 75 2045 77 2145 78 2244 80 2343 82 2441 85 2539 88 2636 92 2733 4673 7419 71 7527 56 7636 41 7739 39 7844 35 7951 29 8057 24 8162 20 8268 15 8373 11 8478 7 8583 3
a4dc4e0266,1 2026 2033 89 2136 87 2239 85 2342 83 2444 82 2546 81 2650 78 2755 74 2858 72 2961 70 3063 69 3166 67 3268 66 3371 64 3474 62 3577 60 3679 59 3781 58 3883 57 3984 57 4085 57 4186 57 4288 56 4389 56 4490 56 4592 55 4694 54 4795 54 4897 53 4999 52 5100 52 5202 51 5303 51 5405 50 5506 50 5608 49 5710 48 5811 48 5913 47 6015 46 6117 45 6219 44 6321 43 6423 42 6525 41 6627 40 6729 39 6831 38 6933 37 7035 36 7137 35 7239 34 7341 33 7442 33 7544 32 7646 31 7747 31 7849 30 7951 29 8053 28 8155 27 8257 26 8359 25 8461 24 8563 23 8665 22 8767 21 8869 20 8971 19 9073 18 9175 17 9277 16 9378 16 9480 15 9582 14 9684 13 9786 12 9888 11 9989 11 10090 11 10191 11
203bd03cd1,84 18 185 18 285 19 385 20 486 20 586 21 686 22 787 22 887 23 987 24 1088 24 1188 25 1289 25 1389 26 1489 27 1590 27 1690 28 1791 28 1892 28 1993 28 2094 28 2195 28 2296 28 2398 27 2499 27 2600 27 2701 27 2802 27 2904 26 3005 26 3106 26 3207 26 3309 25 3410 25 3511 25 3612 25 3714 24 3815 24 3916 24 4017 24 4119 23 4220 23 4321 23 4422 23 4523 23 4625 22 4726 22 4827 22 4928 22 5029 22 5130 22 5231 22 5331 23 5432 23 5533 23 5634 23 5734 24 5835 24 5936 24 6037 24 6138 24 6239 24 6340 24 6441 24 6542 24 6643 24 6743 25 6844 25 6945 25 7046 25 7146 26 7247 26 7347 27 7448 27 7548 28 7649 28 7749 29 7850 29 7950 30 8051 30 8151 31 8252 31 8352 32 8452 33 8552 34 8652 35 8752 36 8852 37 8952 38 9051 40 9151 41 9251 42 9350 44 9450 45 9550 46 9650 47 9750 48 9850 49 9949 51 10049 52 10149 53
0d0a173bfe,21 81 122 81 223 81 324 81 424 82 525 82 625 83 726 83 826 84 927 84 1027 85 1127 86 1228 86 1328 87 1429 87 1530 87 1630 88 1731 88 1832 88 1932 89 2033 89 2133 90 2234 90 2334 91 2435 91 2535 92 2636 92 2737 92 2837 93 2938 93 3039 93 3140 93 3241 93 3342 93 3443 93 3544 93 3644 94 3745 94 3846 94 3946 95 4047 95 4148 95 4248 96 4349 96 4450 96 4551 96 4652 96 4753 96 4853 97 4954 97 5055 97 5156 97 5257 97 5358 97 5459 97 5560 97 5660 98 5761 98 5862 98 5963 98 6064 98 6165 98 6266 98 6368 97 6469 97 6570 97 6670 98 6771 98 6872 98 6973 98 7075 97 7176 97 7277 97 7378 97 7479 97 7581 96 7682 96 7783 96 7883 97 7984 97 8084 98 8184 99 8284 1918
164999db81,5 97 107 96 211 93 316 89 420 86 528 79 632 76 736 73 840 70 944 67 1048 64 1152 61 1257 57 1362 53 1466 50 1569 48 1672 46 1775 44 1878 42 1981 40 2084 38 2187 36 2290 34 2394 31 2498 28 2601 26 2704 24 2806 23 2908 22 3010 21 3112 20 3214 19 3315 19 3417 18 3519 17 3621 16 3723 15 3825 14 3927 13 4030 11 4132 10 4234 9 4337 7 4440 5 4543 3 4644 3 4747 1
fa93747e87,2726 2 2825 4 2925 5 3025 6 3126 6 3226 7 3327 7 3428 7 3528 8 3629 8 3729 9 3829 10 3930 10 4030 11 4131 11 4231 12 4332 12 4433 12 4534 12 4635 12 4736 12 4837 12 4939 11 5040 11 5141 11 5243 10 5345 9 5447 8 5549 7 5652 5 5755 3 5856 3 5959 1
cad296a394,1 91 102 93 203 94 304 95 405 98 506 9696
ee8419c13f,6360 4 6460 5 6560 6 6660 7 6760 8 6860 9 6960 10 7060 11 7159 13 7259 14 7360 14 7460 15 7560 16 7660 17 7760 18 7861 18 7961 19 8062 19 8162 20 8263 20 8363 21 8464 21 8564 22 8664 23 8765 23 8865 24 8965 25 9066 25 9166 26 9266 27 9367 27 9467 28 9568 28 9669 28 9769 29 9870 29 9971 29 10072 29 10173 29
4c4991aaa9,
c04fb6068a,86 16 187 16 289 15 393 12 496 10 599 8 701 7 806 3 909 1
c9094061c7,
84450c580f,1662 16 1761 20 1860 22 1960 24 2060 25 2160 26 2260 27 2359 29 2459 30 2558 32 2657 34 2756 36 2855 38 2953 40 3052 42 3152 43 3251 45 3351 45 3450 47 3550 47 3649 49 3748 51 3847 52 3946 54 4044 57 4142 59 4243 59 4344 58 4445 58 4546 58 4647 58 4748 57 4849 57 4950 57 5051 56 5152 56 5253 55 5354 54 5455 53 5556 53 5657 52 5758 51 5859 51 5960 51 6061 50 6162 50 6263 50 6364 49 6465 49 6566 49 6667 49 6768 49 6869 49 6970 48 7071 48 7172 48 7273 48 7374 47 7475 47 7576 46 7677 46 7778 45 7879 45 7980 44 8081 44 8182 44 8283 43 8384 43 8485 43 8586 43 8687 43 8788 43 8889 44 8990 44 9091 44 9192 45 9293 45 9394 46 9495 46 9596 47 9697 48 9798 48 9899 49 10000 50 10101 50
a5050ea371,1115 3 1214 6 1314 8 1415 9 1516 11 1617 11 1718 12 1819 13 1920 14 2021 15 2122 16 2223 16 2324 17 2425 18 2526 19 2627 21 2728 22 2829 23 2930 26 3031 27 3132 29 3233 30 3334 31 3435 33 3536 34 3637 35 3738 36 3839 37 3940 38 4041 40 4142 42 4243 44 4344 47 4445 50 4546 56 4647 67 4748 69 4849 71 4950 72 5051 72 5152 73 5253 74 5354 75 5455 76 5556 77 5657 78 5758 80 5859 81 5960 82 6061 84 6162 89 6263 93 6364 100 6465 3737
613da61fd8,
a6fad0fb3d,
b5f2602f5b,
5ba4a336bd,1 70 102 71 203 71 304 72 405 73 506 74 607 75 708 76 809 77 910 78 1011 79 1112 79 1213 80 1314 81 1415 82 1516 82 1617 82 1718 83 1819 83 1920 83 2021 83 2122 82 2223 82 2324 82 2425 81 2526 80 2627 79 2728 79 2829 78 2930 78 3031 77 3132 77 3233 76 3334 75 3435 75 3536 73 3637 72 3738 72 3839 71 3940 71 4041 70 4142 70 4243 70 4344 69 4445 67 4546 10 4567 42 4647 7 4674 35 4748 6 4779 29 4849 4 4883 12 4950 3 5051 1
a06546807e,
c6c3e6a015,1 9384 9394 86 9495 82 9596 76 9697 73 9798 68 9899 64 10000 62 10101 61
a9e19c1e10,
827360080a,
636b5fb5a2,
4ccd4ad68a,1 3227 3233 89 3334 81 3435 62 3499 5 3536 55 3637 20 3664 16 3738 16 3839 13 3940 10 4041 6
aef24f508a,69 33 169 34 269 35 369 36 469 37 569 38 669 39 769 40 870 40 970 41 1070 42 1170 43 1270 44 1370 45 1471 45 1571 46 1671 47 1770 49 1870 50 1970 51 2069 53 2169 54 2269 55 2369 56 2469 57 2570 57 2670 58 2770 59 2870 60 2971 60 3071 61 3172 61 3273 61 3373 62 3474 62 3575 62 3676 62 3776 63 3877 63 3978 63 4079 63 4179 64 4280 64 4380 65 4481 65 4581 66 4680 68 4780 69 4879 71 4979 72 5079 73 5178 75 5277 77 5376 79 5475 81 5575 82 5675 83 5775 84 5875 85 5975 86 6075 87 6175 88 6274 90 6374 91 6474 92 6573 94 6673 95 6772 97 6871 3331
dec5c3fa93,1 33 102 33 203 34 304 34 405 35 506 36 607 37 708 37 809 38 910 39 1011 40 1112 41 1213 42 1314 42 1415 43 1516 43 1617 44 1718 45 1819 46 1920 47 2021 47 2122 47 2223 47 2324 47 2425 47 2526 47 2627 47 2728 47 2829 47 2930 47 3031 47 3132 47 3233 47 3334 47 3435 48 3536 48 3637 49 3738 50 3839 50 3940 51 4041 52 4142 52 4243 53 4344 53 4445 53 4546 53 4647 53 4748 53 4849 52 4950 51 5051 50 5152 48 5253 46 5354 44 5455 43 5556 42 5657 42 5758 41 5859 41 5960 41 6061 41 6162 41 6263 41 6364 41 6465 42 6566 42 6667 42 6768 42 6869 43 6970 44 7071 45 7172 45 7273 46 7374 47 7475 47 7576 47 7677 48 7778 48 7879 48 7980 49 8081 49 8182 50 8283 50 8384 50 8485 50 8586 50 8687 50 8788 50 8889 50 8990 51 9091 51 9192 51 9293 51 9394 51 9495 51 9596 51 9697 51 9798 51 9899 51 10000 51 10101 51
f889a20f30,
2de086d292,
